draft_id,draft_slot,is_keeper,metadata,pick_no,picked_by,player_id,reactions,roster_id,round
1124840609828335617,6,,"{'first_name': ""D'Andre"", 'injury_status': '', 'last_name': 'Swift', 'news_updated': '1724385057865', 'number': '4', 'player_id': '6790', 'position': 'RB', 'sport': 'nfl', 'status': 'Active', 'team': 'CHI', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '4'}",59,999433102126546944,6790,,6,8
1124840609828335617,5,,"{'first_name': 'Tee', 'injury_status': '', 'last_name': 'Higgins', 'news_updated': '1724368255583', 'number': '5', 'player_id': '6801', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'CIN', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '4'}",60,,6801,,5,8
1124840609828335617,4,,"{'first_name': 'Anthony', 'injury_status': '', 'last_name': 'Richardson', 'news_updated': '1724425207400', 'number': '5', 'player_id': '9229', 'position': 'QB', 'sport': 'nfl', 'status': 'Active', 'team': 'IND', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '1'}",61,562432915037523968,9229,,2,8
1124840609828335617,3,,"{'first_name': 'Joe', 'injury_status': '', 'last_name': 'Burrow', 'news_updated': '1724368255584', 'number': '9', 'player_id': '6770', 'position': 'QB', 'sport': 'nfl', 'status': 'Active', 'team': 'CIN', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '4'}",62,808950455362256896,6770,,7,8
1124840609828335617,2,,"{'first_name': 'James', 'injury_status': '', 'last_name': 'Conner', 'news_updated': '1723843208403', 'number': '6', 'player_id': '4137', 'position': 'RB', 'sport': 'nfl', 'status': 'Active', 'team': 'ARI', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '7'}",63,1128031061746831360,4137,,8,8
1124840609828335617,1,,"{'first_name': 'Malik', 'injury_status': '', 'last_name': 'Nabers', 'news_updated': '1723997736825', 'number': '9', 'player_id': '11632', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'NYG', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '0'}",64,999440800352219136,11632,,3,8
1124840609828335617,1,,"{'first_name': 'Amari', 'injury_status': '', 'last_name': 'Cooper', 'news_updated': '1724546425277', 'number': '2', 'player_id': '2309', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'CLE', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '9'}",65,999440800352219136,2309,,3,9
1124840609828335617,2,,"{'first_name': 'Xavier', 'injury_status': '', 'last_name': 'Worthy', 'news_updated': '1723998635867', 'number': '1', 'player_id': '11624', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'KC', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '0'}",66,1128031061746831360,11624,,8,9
1124840609828335617,3,,"{'first_name': 'Rashee', 'injury_status': '', 'last_name': 'Rice', 'news_updated': '1723935325655', 'number': '4', 'player_id': '10229', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'KC', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '1'}",67,808950455362256896,10229,,7,9
1124840609828335617,4,,"{'first_name': 'Diontae', 'injury_status': '', 'last_name': 'Johnson', 'news_updated': '1724597132419', 'number': '5', 'player_id': '5937', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'CAR', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '5'}",68,562432915037523968,5937,,2,9
