name,status,avatar,company_id,last_message_id,shard,season,season_type,sport,last_author_avatar,last_author_display_name,last_author_id,last_author_is_bot,last_message_attachment,last_message_text_map,last_message_time,last_pinned_message_id,last_read_id,draft_id,league_id,previous_league_id,group_id,roster_positions,bracket_id,bracket_overrides_id,loser_bracket_id,loser_bracket_overrides_id,total_rosters,metadata.auto_continue,metadata.continued,metadata.keeper_deadline,metadata.latest_league_winner_roster_id,metadata.trophy_loser,metadata.trophy_loser_background,metadata.trophy_loser_banner_text,settings.best_ball,settings.last_report,settings.waiver_budget,settings.disable_adds,settings.capacity_override,settings.waiver_bid_min,settings.taxi_deadline,settings.draft_rounds,settings.reserve_allow_na,settings.start_week,settings.playoff_seed_type,settings.playoff_teams,settings.veto_votes_needed,settings.num_teams,settings.daily_waivers_hour,settings.playoff_type,settings.taxi_slots,settings.sub_start_time_eligibility,settings.last_scored_leg,settings.daily_waivers_days,settings.sub_lock_if_starter_active,settings.playoff_week_start,settings.waiver_clear_days,settings.reserve_allow_doubtful,settings.commissioner_direct_invite,settings.veto_auto_poll,settings.reserve_allow_dnr,settings.taxi_allow_vets,settings.waiver_day_of_week,settings.playoff_round_type,settings.reserve_allow_out,settings.reserve_allow_sus,settings.veto_show_votes,settings.trade_deadline,settings.taxi_years,settings.daily_waivers,settings.faab_suggestions,settings.disable_trades,settings.pick_trading,settings.type,settings.max_keepers,settings.waiver_type,settings.max_subs,settings.league_average_match,settings.trade_review_days,settings.bench_lock,settings.offseason_adds,settings.leg,settings.reserve_slots,settings.reserve_allow_cov,settings.daily_waivers_last_ran,scoring_settings.sack,scoring_settings.fgm_40_49,scoring_settings.pass_int,scoring_settings.pts_allow_0,scoring_settings.pass_2pt,scoring_settings.st_td,scoring_settings.rec_td,scoring_settings.fgm_30_39,scoring_settings.xpmiss,scoring_settings.rush_td,scoring_settings.rec_2pt,scoring_settings.st_fum_rec,scoring_settings.fgmiss,scoring_settings.ff,scoring_settings.rec,scoring_settings.pts_allow_14_20,scoring_settings.fgm_0_19,scoring_settings.int,scoring_settings.def_st_fum_rec,scoring_settings.fum_lost,scoring_settings.pts_allow_1_6,scoring_settings.fgm_20_29,scoring_settings.pts_allow_21_27,scoring_settings.xpm,scoring_settings.rush_2pt,scoring_settings.fum_rec,scoring_settings.def_st_td,scoring_settings.fgm_50p,scoring_settings.def_td,scoring_settings.safe,scoring_settings.pass_yd,scoring_settings.blk_kick,scoring_settings.pass_td,scoring_settings.rush_yd,scoring_settings.fum,scoring_settings.pts_allow_28_34,scoring_settings.pts_allow_35p,scoring_settings.fum_rec_td,scoring_settings.rec_yd,scoring_settings.def_st_ff,scoring_settings.pts_allow_7_13,scoring_settings.st_ff
The Next 47 Redraft 2024,complete,,,1246923959023194112,596,2024,regular,nfl,,sys,166666666666666666,True,,,1751652347860,,,1124840609828335617,1124840609828335616,990427611102867456,,"['QB', 'RB', 'RB', 'WR', 'WR', 'TE', 'FLEX', 'K', 'DEF', 'BN', 'BN', 'BN', 'BN', 'BN']",1172494661114155008,,1172494661122543616,,8,on,yes,0,1,loser4,poop,the Hugh award,0,14,100,0,0,0,0,3,0,1,0,4,4,8,0,0,0,0,16,5461,0,15,2,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,2,0,0,16,1,0,25,1.0,4.0,-1.0,10.0,2.0,6.0,6.0,3.0,-1.0,6.0,2.0,1.0,-1.0,1.0,1.0,1.0,3.0,2.0,1.0,-2.0,7.0,3.0,0.0,1.0,2.0,2.0,6.0,5.0,6.0,2.0,0.04,2.0,4.0,0.1,0.0,-1.0,-4.0,6.0,0.1,1.0,4.0,1.0
