created,creators,draft_id,last_message_id,last_message_time,last_picked,league_id,season,season_type,sport,start_time,status,type,draft_order.1128031061746831360,draft_order.562432915037523968,draft_order.808950455362256896,draft_order.974106566116847616,draft_order.990112455994994688,draft_order.999433102126546944,draft_order.999440800352219136,metadata.description,metadata.name,metadata.scoring_type,settings.alpha_sort,settings.autopause_enabled,settings.autopause_end_time,settings.autopause_start_time,settings.autostart,settings.cpu_autopick,settings.enforce_position_limits,settings.nomination_timer,settings.pick_timer,settings.player_type,settings.reversal_round,settings.rounds,settings.slots_bn,settings.slots_def,settings.slots_flex,settings.slots_k,settings.slots_qb,settings.slots_rb,settings.slots_te,settings.slots_wr,settings.teams
1722545409212,['990112455994994688'],1124840609828335617,1133632711043665920,1724641609491,1724641609110,1124840609828335616,2024,regular,nfl,1724638620194,complete,snake,2,4,3,7,8,6,1,,The Next 47 Redraft 2024,ppr,0,0,900,180,0,1,1,60,60,0,0,14,5,1,1,1,1,2,1,2,8
