avatar,display_name,is_bot,is_owner,league_id,settings,user_id,metadata.allow_pn,metadata.mention_pn,metadata.team_name,metadata.allow_sms,metadata.avatar
ad737dbd71d3bc4b151465a1c5806ae2,mehulk04,False,False,1124840609828335616,,562432915037523968,on,on,Bijan Mustard,,
1386ac87efc51ad3b020ead102c9a4a9,GortiRohan,False,False,1124840609828335616,,808950455362256896,on,on,2022 Harker Eagles,on,https://sleepercdn.com/uploads/a361e1a688a24edc0d5c6b38f383ff9a.jpg
845b6b3fe6eb2b912ba627e8defa42da,Schmiedz,False,False,1124840609828335616,,974106566116847616,on,on,Stroud 9,,https://sleepercdn.com/uploads/88024758f0e6dbabe64d61cce3ae2986.jpg
bcd942a182c74596d9098255cecad26d,JakeBickettIII,False,True,1124840609828335616,,990112455994994688,on,on,Gibbs’ Free Energy ,,https://sleepercdn.com/uploads/45b190fd18e399ea841ed5830e8e01d4.jpg
8eb8f8bf999945d523f2c4033f70473e,adarshpayyakkil,False,False,1124840609828335616,,999433102126546944,on,on,Drake Maye Lover🥰,on,https://sleepercdn.com/uploads/3e9bad4f110d39db80dba1d1477410a7.jpg
63d0c4e4c2c7db8a421a182f15dc759e,Jakgriff21,False,False,1124840609828335616,,999440800352219136,on,on,CeeDeez Balls,on,https://sleepercdn.com/uploads/edb65203568eb72cb69b5fe90deff969
f0edbf4278f53f9425db175073df6584,DiddyMuncher,False,,1124840609828335616,,1128031061746831360,on,on,Hatin Ahh Hoes ,,https://sleepercdn.com/uploads/84d45170226e51ba43aa305609b93f11.jpg
